frobenius_matrices|good_primes|kernel_polynomial|label|projective_kernel_polynomial
{{4,2,2,3},{2,1,0,1},{1,3,0,3},{0,2,2,4},{1,2,1,4},{4,2,2,3},{3,4,4,1},{3,2,0,3},{3,1,0,2},{4,2,2,3},{3,1,0,2},{2,1,1,4},{4,2,0,2},{3,4,4,1},{0,4,4,3},{1,4,0,1},{4,2,0,2},{0,3,3,1},{2,1,0,1},{0,1,1,2},{1,2,1,4},{4,3,0,1},{1,3,0,3}}|{2,3,7,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-191531855,-300889450,-105970745,-99472500,-139386055,51667385,57970025,-74368335,-8026000,-26563265,-21680065,9733600,-1747010,3085300,403385,9335,119550,-30010,18525,-2490,1061,-125,29,0,1}|5.2.19.4|{-95,1425,0,0,0,1}
{{1,3,3,2},{3,4,0,4},{4,2,0,2},{0,2,2,4},{1,2,1,4},{1,3,3,2},{2,1,1,4},{3,2,0,3},{3,1,0,2},{1,3,3,2},{3,1,0,2},{3,4,4,1},{1,3,0,3},{2,1,1,4},{0,4,4,3},{1,4,0,1},{1,3,0,3},{0,3,3,1},{3,4,0,4},{0,1,1,2},{1,2,1,4},{4,3,0,1},{4,2,0,2}}|{2,3,7,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-191531855,-300889450,-105970745,-99472500,-139386055,51667385,57970025,-74368335,-8026000,-26563265,-21680065,9733600,-1747010,3085300,403385,9335,119550,-30010,18525,-2490,1061,-125,29,0,1}|5.2.19.5|{-95,1425,0,0,0,1}
{{4,4,2,0},{2,2,3,2},{4,1,4,4},{3,2,1,1},{1,3,2,4},{4,4,2,0},{2,2,1,0},{3,1,4,1},{2,0,2,3},{4,4,2,0},{2,0,2,3},{3,3,4,0},{1,4,1,1},{2,2,1,0},{4,1,3,3},{0,1,4,2},{1,4,1,1},{4,2,1,2},{2,2,3,2},{1,4,2,2},{1,3,2,4},{0,3,2,0},{4,1,4,4}}|{2,3,7,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-191531855,-300889450,-105970745,-99472500,-139386055,51667385,57970025,-74368335,-8026000,-26563265,-21680065,9733600,-1747010,3085300,403385,9335,119550,-30010,18525,-2490,1061,-125,29,0,1}|5.2.19.6|{-95,1425,0,0,0,1}
{{3,4,4,1},{1,3,3,2},{3,4,0,4},{3,1,0,2},{4,2,2,3},{2,1,1,4},{0,4,4,3},{1,3,3,2},{2,3,0,2},{0,2,2,4},{2,1,0,1},{0,2,2,4},{1,3,0,3},{3,4,0,4},{3,1,3,2},{3,2,0,3},{0,2,2,4},{1,2,1,4},{3,1,0,2},{4,2,0,2},{4,3,0,1},{1,3,3,2},{0,1,1,2},{3,4,0,4}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-878957891,1706399917,95551006,-1824672007,367685169,897574458,-18397486,-398073888,-91991119,94690183,69961909,-3221648,-15904379,-3805422,1529854,777270,-51320,-68660,-3645,3570,341,-127,19,-8,1}|5.2.139.7|{-2641,-2085,-695,0,0,1}
{{1,3,3,2},{3,4,4,1},{1,3,0,3},{3,1,0,2},{2,1,1,4},{4,2,2,3},{0,1,1,2},{3,4,4,1},{3,2,0,3},{0,2,2,4},{4,2,0,2},{0,2,2,4},{3,4,0,4},{1,3,0,3},{1,2,1,4},{2,3,0,2},{0,2,2,4},{3,1,3,2},{3,1,0,2},{2,1,0,1},{4,3,0,1},{3,4,4,1},{0,4,4,3},{1,3,0,3}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-878957891,1706399917,95551006,-1824672007,367685169,897574458,-18397486,-398073888,-91991119,94690183,69961909,-3221648,-15904379,-3805422,1529854,777270,-51320,-68660,-3645,3570,341,-127,19,-8,1}|5.2.139.8|{-2641,-2085,-695,0,0,1}
{{4,2,2,3},{2,1,1,4},{4,2,0,2},{3,1,0,2},{3,4,4,1},{1,3,3,2},{0,1,1,2},{2,1,1,4},{3,2,0,3},{0,2,2,4},{1,3,0,3},{0,2,2,4},{2,1,0,1},{4,2,0,2},{1,2,1,4},{2,3,0,2},{0,2,2,4},{3,1,3,2},{3,1,0,2},{3,4,0,4},{4,3,0,1},{2,1,1,4},{0,4,4,3},{4,2,0,2}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-878957891,1706399917,95551006,-1824672007,367685169,897574458,-18397486,-398073888,-91991119,94690183,69961909,-3221648,-15904379,-3805422,1529854,777270,-51320,-68660,-3645,3570,341,-127,19,-8,1}|5.2.139.9|{-2641,-2085,-695,0,0,1}
{{1,3,1,0},{2,1,2,0},{2,0,2,1},{2,0,3,3},{3,4,3,0},{4,2,4,0},{1,2,4,2},{2,1,2,0},{0,3,2,4},{3,1,2,1},{1,2,2,1},{3,1,2,1},{3,4,4,3},{2,0,2,1},{2,3,1,3},{4,1,4,2},{3,1,2,1},{4,1,2,1},{2,0,3,3},{3,0,4,1},{4,0,1,1},{2,1,2,0},{4,3,1,3},{2,0,2,1}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-878957891,1706399917,95551006,-1824672007,367685169,897574458,-18397486,-398073888,-91991119,94690183,69961909,-3221648,-15904379,-3805422,1529854,777270,-51320,-68660,-3645,3570,341,-127,19,-8,1}|5.2.139.10|{-2641,-2085,-695,0,0,1}
{{1,2,1,4},{1,3,3,2},{3,4,4,1},{0,3,3,1},{3,1,3,2},{2,1,0,1},{4,3,0,1},{3,1,3,2},{0,4,4,3},{0,2,2,4},{1,2,1,4},{1,4,0,1},{3,4,0,4},{3,1,3,2},{4,3,0,1},{1,0,0,1},{3,4,4,1},{1,4,0,1},{1,3,0,3},{3,2,0,3},{1,3,0,3},{3,2,0,3},{2,1,1,4}}|{2,3,7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{182405,0,-1365180,0,515732,0,-1411235,0,2149680,0,-1495720,0,304005,0,70760,0,-40660,0,8845,0,-500,0,0,0,1}|5.2.43.19|{-3784,1290,-215,0,0,1}
{{3,1,3,2},{3,4,4,1},{1,3,3,2},{0,3,3,1},{1,2,1,4},{4,2,0,2},{4,3,0,1},{1,2,1,4},{0,1,1,2},{0,2,2,4},{3,1,3,2},{1,4,0,1},{1,3,0,3},{1,2,1,4},{4,3,0,1},{1,0,0,1},{1,3,3,2},{1,4,0,1},{3,4,0,4},{2,3,0,2},{3,4,0,4},{2,3,0,2},{4,2,2,3}}|{2,3,7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{182405,0,-1365180,0,515732,0,-1411235,0,2149680,0,-1495720,0,304005,0,70760,0,-40660,0,8845,0,-500,0,0,0,1}|5.2.43.20|{-3784,1290,-215,0,0,1}
{{3,1,3,2},{2,1,1,4},{4,2,2,3},{0,3,3,1},{1,2,1,4},{1,3,0,3},{4,3,0,1},{1,2,1,4},{0,1,1,2},{0,2,2,4},{3,1,3,2},{1,4,0,1},{4,2,0,2},{1,2,1,4},{4,3,0,1},{1,0,0,1},{4,2,2,3},{1,4,0,1},{2,1,0,1},{2,3,0,2},{2,1,0,1},{2,3,0,2},{1,3,3,2}}|{2,3,7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{182405,0,-1365180,0,515732,0,-1411235,0,2149680,0,-1495720,0,304005,0,70760,0,-40660,0,8845,0,-500,0,0,0,1}|5.2.43.21|{-3784,1290,-215,0,0,1}
{{2,1,4,3},{1,3,1,1},{3,4,3,3},{3,3,1,3},{1,3,2,4},{3,0,2,4},{4,0,4,1},{1,3,2,4},{4,1,2,4},{2,3,1,2},{2,1,4,3},{0,2,2,2},{3,2,4,0},{1,3,2,4},{4,0,4,1},{1,0,0,1},{3,4,3,3},{0,2,2,2},{2,0,4,4},{2,2,2,4},{2,0,4,4},{2,2,2,4},{2,1,2,2}}|{2,3,7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{182405,0,-1365180,0,515732,0,-1411235,0,2149680,0,-1495720,0,304005,0,70760,0,-40660,0,8845,0,-500,0,0,0,1}|5.2.43.22|{-3784,1290,-215,0,0,1}
{{4,2,0,2},{3,4,4,1},{4,2,2,3},{0,2,2,4},{3,4,0,4},{3,1,3,2},{2,0,0,2},{2,1,1,4},{2,3,0,2},{4,1,0,4},{3,1,3,2},{1,0,0,1},{3,4,0,4},{3,1,3,2},{3,4,4,1},{0,4,4,3},{3,1,0,2},{1,3,0,3},{0,2,2,4},{3,4,0,4},{3,2,0,3},{1,2,1,4},{3,2,0,3},{4,2,0,2}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-37686437728,-2743086611637,-1839529644990,-11475015044254,24473772604966,-14337054342108,4283077874713,-307983082335,-901791605659,783169314536,-295755625248,40001573548,8583346860,-4168756889,470370846,65906532,-24910412,1759345,407621,-87989,447,1468,-105,-9,1}|5.2.211.15|{535729,-12660,-2110,0,0,1}
{{2,1,0,1},{1,3,3,2},{2,1,1,4},{0,2,2,4},{1,3,0,3},{1,2,1,4},{3,0,0,3},{4,2,2,3},{3,2,0,3},{4,1,0,4},{1,2,1,4},{1,0,0,1},{1,3,0,3},{1,2,1,4},{1,3,3,2},{0,1,1,2},{3,1,0,2},{3,4,0,4},{0,2,2,4},{1,3,0,3},{2,3,0,2},{3,1,3,2},{2,3,0,2},{2,1,0,1}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-37686437728,-2743086611637,-1839529644990,-11475015044254,24473772604966,-14337054342108,4283077874713,-307983082335,-901791605659,783169314536,-295755625248,40001573548,8583346860,-4168756889,470370846,65906532,-24910412,1759345,407621,-87989,447,1468,-105,-9,1}|5.2.211.16|{535729,-12660,-2110,0,0,1}
{{3,4,0,4},{4,2,2,3},{3,4,4,1},{0,2,2,4},{4,2,0,2},{1,2,1,4},{3,0,0,3},{1,3,3,2},{3,2,0,3},{4,1,0,4},{1,2,1,4},{1,0,0,1},{4,2,0,2},{1,2,1,4},{4,2,2,3},{0,1,1,2},{3,1,0,2},{2,1,0,1},{0,2,2,4},{4,2,0,2},{2,3,0,2},{3,1,3,2},{2,3,0,2},{3,4,0,4}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-37686437728,-2743086611637,-1839529644990,-11475015044254,24473772604966,-14337054342108,4283077874713,-307983082335,-901791605659,783169314536,-295755625248,40001573548,8583346860,-4168756889,470370846,65906532,-24910412,1759345,407621,-87989,447,1468,-105,-9,1}|5.2.211.17|{535729,-12660,-2110,0,0,1}
{{1,3,0,3},{4,1,1,2},{2,3,3,1},{4,2,2,0},{1,4,0,2},{2,1,3,3},{2,0,0,2},{1,4,4,3},{1,1,4,3},{0,4,1,3},{2,1,3,3},{1,0,0,1},{1,4,0,2},{2,1,3,3},{4,1,1,2},{3,4,4,0},{3,0,2,2},{4,2,0,2},{4,2,2,0},{1,4,0,2},{1,2,3,0},{4,2,1,1},{1,2,3,0},{1,3,0,3}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-37686437728,-2743086611637,-1839529644990,-11475015044254,24473772604966,-14337054342108,4283077874713,-307983082335,-901791605659,783169314536,-295755625248,40001573548,8583346860,-4168756889,470370846,65906532,-24910412,1759345,407621,-87989,447,1468,-105,-9,1}|5.2.211.18|{535729,-12660,-2110,0,0,1}
{{1,3,3,2},{4,2,2,3},{2,1,0,1},{3,2,0,3},{2,1,1,4},{4,3,0,1},{1,3,0,3},{1,4,0,1},{4,3,0,1},{2,1,0,1},{4,3,0,1},{2,1,0,1},{1,3,0,3},{1,2,1,4},{0,4,4,3},{0,4,4,3},{4,2,0,2},{3,2,0,3},{4,2,0,2},{1,4,0,1},{2,1,0,1},{2,3,0,2},{2,1,0,1}}|{2,3,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{62745032489,154113274327,134213346636,-142593684267,102514785004,-40229144613,11618525581,980454523,2380858449,-2326736008,79272904,481012807,-70723179,-54475582,17634134,2026468,-1391671,145127,21416,-4872,-394,-62,29,-8,1}|5.2.289.45|{-8075,2125,0,0,0,1}
{{3,4,4,1},{2,1,1,4},{4,2,0,2},{2,3,0,2},{4,2,2,3},{4,3,0,1},{3,4,0,4},{1,4,0,1},{4,3,0,1},{4,2,0,2},{4,3,0,1},{4,2,0,2},{3,4,0,4},{3,1,3,2},{0,1,1,2},{0,1,1,2},{2,1,0,1},{2,3,0,2},{2,1,0,1},{1,4,0,1},{4,2,0,2},{3,2,0,3},{4,2,0,2}}|{2,3,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{62745032489,154113274327,134213346636,-142593684267,102514785004,-40229144613,11618525581,980454523,2380858449,-2326736008,79272904,481012807,-70723179,-54475582,17634134,2026468,-1391671,145127,21416,-4872,-394,-62,29,-8,1}|5.2.289.46|{-8075,2125,0,0,0,1}
{{2,1,1,4},{3,4,4,1},{1,3,0,3},{2,3,0,2},{1,3,3,2},{4,3,0,1},{2,1,0,1},{1,4,0,1},{4,3,0,1},{1,3,0,3},{4,3,0,1},{1,3,0,3},{2,1,0,1},{3,1,3,2},{0,1,1,2},{0,1,1,2},{3,4,0,4},{2,3,0,2},{3,4,0,4},{1,4,0,1},{1,3,0,3},{3,2,0,3},{1,3,0,3}}|{2,3,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{62745032489,154113274327,134213346636,-142593684267,102514785004,-40229144613,11618525581,980454523,2380858449,-2326736008,79272904,481012807,-70723179,-54475582,17634134,2026468,-1391671,145127,21416,-4872,-394,-62,29,-8,1}|5.2.289.47|{-8075,2125,0,0,0,1}
{{1,1,3,1},{4,4,2,4},{3,4,0,4},{2,1,4,4},{2,2,1,2},{4,3,0,1},{2,3,0,4},{1,0,2,1},{4,3,0,1},{3,4,0,4},{4,3,0,1},{3,4,0,4},{2,3,0,4},{3,2,2,2},{4,2,1,4},{4,2,1,4},{2,2,3,2},{2,1,4,4},{2,2,3,2},{1,0,2,1},{3,4,0,4},{4,3,2,0},{3,4,0,4}}|{2,3,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{62745032489,154113274327,134213346636,-142593684267,102514785004,-40229144613,11618525581,980454523,2380858449,-2326736008,79272904,481012807,-70723179,-54475582,17634134,2026468,-1391671,145127,21416,-4872,-394,-62,29,-8,1}|5.2.289.48|{-8075,2125,0,0,0,1}
{{1,2,1,4},{1,3,0,3},{1,2,1,4},{0,2,2,4},{1,3,0,3},{1,2,1,4},{2,3,0,2},{1,3,3,2},{4,3,0,1},{2,1,1,4},{1,4,0,1},{1,3,3,2},{2,1,1,4},{3,1,3,2},{3,2,0,3},{1,4,0,1},{3,4,0,4},{0,2,2,4},{4,2,0,2},{4,3,0,1},{1,3,0,3},{4,3,0,1},{3,4,4,1}}|{2,3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{353605439,-75143662,2602116,209664977,-294711086,316965911,-285202938,224055874,-163292967,105600801,-62547905,33648885,-17469470,8493585,-3575995,1130598,-249194,30747,1454,-2297,761,-253,69,-12,1}|5.2.961.21|{-19840,3100,-775,0,0,1}
{{3,1,3,2},{3,4,0,4},{3,1,3,2},{0,2,2,4},{3,4,0,4},{3,1,3,2},{3,2,0,3},{3,4,4,1},{4,3,0,1},{4,2,2,3},{1,4,0,1},{3,4,4,1},{4,2,2,3},{1,2,1,4},{2,3,0,2},{1,4,0,1},{1,3,0,3},{0,2,2,4},{2,1,0,1},{4,3,0,1},{3,4,0,4},{4,3,0,1},{1,3,3,2}}|{2,3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{353605439,-75143662,2602116,209664977,-294711086,316965911,-285202938,224055874,-163292967,105600801,-62547905,33648885,-17469470,8493585,-3575995,1130598,-249194,30747,1454,-2297,761,-253,69,-12,1}|5.2.961.22|{-19840,3100,-775,0,0,1}
{{3,1,3,2},{2,1,0,1},{3,1,3,2},{0,2,2,4},{2,1,0,1},{3,1,3,2},{3,2,0,3},{2,1,1,4},{4,3,0,1},{1,3,3,2},{1,4,0,1},{2,1,1,4},{1,3,3,2},{1,2,1,4},{2,3,0,2},{1,4,0,1},{4,2,0,2},{0,2,2,4},{3,4,0,4},{4,3,0,1},{2,1,0,1},{4,3,0,1},{4,2,2,3}}|{2,3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{353605439,-75143662,2602116,209664977,-294711086,316965911,-285202938,224055874,-163292967,105600801,-62547905,33648885,-17469470,8493585,-3575995,1130598,-249194,30747,1454,-2297,761,-253,69,-12,1}|5.2.961.23|{-19840,3100,-775,0,0,1}
{{2,1,4,3},{2,0,4,4},{2,1,4,3},{3,2,1,1},{2,0,4,4},{2,1,4,3},{3,2,2,1},{2,2,1,0},{1,0,1,4},{4,4,2,0},{4,2,3,3},{2,2,1,0},{4,4,2,0},{1,3,2,4},{0,4,4,1},{4,2,3,3},{1,0,2,2},{3,2,1,1},{1,0,4,3},{1,0,1,4},{2,0,4,4},{1,0,1,4},{1,1,3,0}}|{2,3,7,11,13,17,19,23,29,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{353605439,-75143662,2602116,209664977,-294711086,316965911,-285202938,224055874,-163292967,105600801,-62547905,33648885,-17469470,8493585,-3575995,1130598,-249194,30747,1454,-2297,761,-253,69,-12,1}|5.2.961.24|{-19840,3100,-775,0,0,1}
{{4,2,0,2},{1,3,0,3},{3,1,3,2},{3,2,0,3},{3,4,4,1},{3,1,0,2},{1,3,0,3},{0,4,4,3},{0,4,4,3},{1,3,3,2},{4,3,0,1},{4,2,2,3},{1,3,3,2},{4,2,0,2},{4,1,0,4},{3,1,0,2},{1,3,3,2},{0,1,1,2},{1,2,1,4},{3,2,0,3},{2,1,0,1},{1,4,0,1},{4,2,2,3}}|{2,3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-22279412,125537043,-295616307,324230463,-1537602,-464498046,566793584,-231765471,-97915926,145765389,-46703654,-12313219,12140101,-2512349,-14379,175632,-124318,31797,-3308,-453,576,-94,36,-4,1}|5.2.169.61|{-4,15,-15,0,0,1}
{{2,1,0,1},{3,4,0,4},{1,2,1,4},{2,3,0,2},{1,3,3,2},{3,1,0,2},{3,4,0,4},{0,1,1,2},{0,1,1,2},{3,4,4,1},{4,3,0,1},{2,1,1,4},{3,4,4,1},{2,1,0,1},{4,1,0,4},{3,1,0,2},{3,4,4,1},{0,4,4,3},{3,1,3,2},{2,3,0,2},{4,2,0,2},{1,4,0,1},{2,1,1,4}}|{2,3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-22279412,125537043,-295616307,324230463,-1537602,-464498046,566793584,-231765471,-97915926,145765389,-46703654,-12313219,12140101,-2512349,-14379,175632,-124318,31797,-3308,-453,576,-94,36,-4,1}|5.2.169.62|{-4,15,-15,0,0,1}
{{3,4,0,4},{2,1,0,1},{1,2,1,4},{2,3,0,2},{4,2,2,3},{3,1,0,2},{2,1,0,1},{0,1,1,2},{0,1,1,2},{2,1,1,4},{4,3,0,1},{3,4,4,1},{2,1,1,4},{3,4,0,4},{4,1,0,4},{3,1,0,2},{2,1,1,4},{0,4,4,3},{3,1,3,2},{2,3,0,2},{1,3,0,3},{1,4,0,1},{3,4,4,1}}|{2,3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-22279412,125537043,-295616307,324230463,-1537602,-464498046,566793584,-231765471,-97915926,145765389,-46703654,-12313219,12140101,-2512349,-14379,175632,-124318,31797,-3308,-453,576,-94,36,-4,1}|5.2.169.63|{-4,15,-15,0,0,1}
{{2,1,1,2},{3,2,3,3},{3,1,3,2},{3,0,3,3},{1,2,4,0},{2,0,1,3},{3,2,3,3},{1,3,1,2},{1,3,1,2},{2,4,3,0},{0,4,4,0},{3,1,2,0},{2,4,3,0},{2,1,1,2},{4,0,1,4},{2,0,1,3},{2,4,3,0},{4,2,4,3},{1,2,1,4},{3,0,3,3},{1,1,4,1},{1,0,3,1},{3,1,2,0}}|{2,3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-22279412,125537043,-295616307,324230463,-1537602,-464498046,566793584,-231765471,-97915926,145765389,-46703654,-12313219,12140101,-2512349,-14379,175632,-124318,31797,-3308,-453,576,-94,36,-4,1}|5.2.169.64|{-4,15,-15,0,0,1}
{{4,2,2,3},{3,1,3,2},{4,3,0,1},{3,4,0,4},{0,2,2,4},{4,2,0,2},{2,1,0,1},{4,3,0,1},{3,4,0,4},{3,4,0,4},{1,3,0,3},{4,2,0,2},{3,4,4,1},{0,4,4,3},{3,1,0,2},{2,1,1,4},{3,1,0,2},{0,1,1,2},{2,1,0,1},{1,2,1,4},{2,3,0,2},{1,2,1,4},{3,4,0,4}}|{2,3,7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12329799538105,-101897265535390,-17166928029195,-76179334639865,104765502965411,-53575992032780,-112322043325,10249619753205,-3689201772175,-181868274741,313424789165,-125681766785,17718110360,2159700990,-1183567299,224752475,-3104680,-5659825,686495,-126,-11240,1270,15,-5,1}|5.2.841.59|{-63,185,-110,-40,0,1}
{{2,1,1,4},{1,2,1,4},{4,3,0,1},{1,3,0,3},{0,2,2,4},{2,1,0,1},{4,2,0,2},{4,3,0,1},{1,3,0,3},{1,3,0,3},{3,4,0,4},{2,1,0,1},{1,3,3,2},{0,1,1,2},{3,1,0,2},{4,2,2,3},{3,1,0,2},{0,4,4,3},{4,2,0,2},{3,1,3,2},{3,2,0,3},{3,1,3,2},{1,3,0,3}}|{2,3,7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12329799538105,-101897265535390,-17166928029195,-76179334639865,104765502965411,-53575992032780,-112322043325,10249619753205,-3689201772175,-181868274741,313424789165,-125681766785,17718110360,2159700990,-1183567299,224752475,-3104680,-5659825,686495,-126,-11240,1270,15,-5,1}|5.2.841.60|{-63,185,-110,-40,0,1}
{{3,4,4,1},{1,2,1,4},{4,3,0,1},{4,2,0,2},{0,2,2,4},{3,4,0,4},{1,3,0,3},{4,3,0,1},{4,2,0,2},{4,2,0,2},{2,1,0,1},{3,4,0,4},{4,2,2,3},{0,1,1,2},{3,1,0,2},{1,3,3,2},{3,1,0,2},{0,4,4,3},{1,3,0,3},{3,1,3,2},{3,2,0,3},{3,1,3,2},{4,2,0,2}}|{2,3,7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12329799538105,-101897265535390,-17166928029195,-76179334639865,104765502965411,-53575992032780,-112322043325,10249619753205,-3689201772175,-181868274741,313424789165,-125681766785,17718110360,2159700990,-1183567299,224752475,-3104680,-5659825,686495,-126,-11240,1270,15,-5,1}|5.2.841.61|{-63,185,-110,-40,0,1}
{{3,4,3,0},{2,4,2,3},{1,0,4,4},{2,0,3,1},{3,1,2,1},{3,0,1,1},{4,0,3,3},{1,0,4,4},{2,0,3,1},{2,0,3,1},{4,0,1,2},{3,0,1,1},{1,3,1,0},{1,2,4,2},{2,0,3,3},{4,2,4,0},{2,0,3,3},{4,3,1,3},{4,0,3,3},{4,3,4,1},{2,2,0,2},{4,3,4,1},{2,0,3,1}}|{2,3,7,11,13,17,19,23,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12329799538105,-101897265535390,-17166928029195,-76179334639865,104765502965411,-53575992032780,-112322043325,10249619753205,-3689201772175,-181868274741,313424789165,-125681766785,17718110360,2159700990,-1183567299,224752475,-3104680,-5659825,686495,-126,-11240,1270,15,-5,1}|5.2.841.62|{-63,185,-110,-40,0,1}
{{4,2,0,2},{2,1,1,4},{1,3,0,3},{0,2,2,4},{3,4,0,4},{4,2,2,3},{0,1,1,2},{3,4,0,4},{0,1,1,2},{0,2,2,4},{4,2,0,2},{4,1,0,4},{2,1,1,4},{1,3,3,2},{2,1,1,4},{3,2,0,3},{0,3,3,1},{3,1,3,2},{2,1,0,1},{0,1,1,2},{2,1,1,4},{0,1,1,2},{4,2,0,2}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,73,79,83,89,97}|{22510900,-123126400,338239525,-76326125,-341349450,240607480,45242120,-176073970,97414985,-309820,-38550914,26201869,-8927744,-207581,1610411,-1006306,367091,-108451,27186,-6501,1526,-281,56,-6,1}|5.2.71.15|{23998,1065,-355,0,0,1}
{{2,1,0,1},{4,2,2,3},{3,4,0,4},{0,2,2,4},{1,3,0,3},{2,1,1,4},{0,4,4,3},{1,3,0,3},{0,4,4,3},{0,2,2,4},{2,1,0,1},{4,1,0,4},{4,2,2,3},{3,4,4,1},{4,2,2,3},{2,3,0,2},{0,3,3,1},{1,2,1,4},{4,2,0,2},{0,4,4,3},{4,2,2,3},{0,4,4,3},{2,1,0,1}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,73,79,83,89,97}|{22510900,-123126400,338239525,-76326125,-341349450,240607480,45242120,-176073970,97414985,-309820,-38550914,26201869,-8927744,-207581,1610411,-1006306,367091,-108451,27186,-6501,1526,-281,56,-6,1}|5.2.71.16|{23998,1065,-355,0,0,1}
{{3,4,0,4},{1,3,3,2},{2,1,0,1},{0,2,2,4},{4,2,0,2},{3,4,4,1},{0,4,4,3},{4,2,0,2},{0,4,4,3},{0,2,2,4},{3,4,0,4},{4,1,0,4},{1,3,3,2},{2,1,1,4},{1,3,3,2},{2,3,0,2},{0,3,3,1},{1,2,1,4},{1,3,0,3},{0,4,4,3},{1,3,3,2},{0,4,4,3},{3,4,0,4}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,73,79,83,89,97}|{22510900,-123126400,338239525,-76326125,-341349450,240607480,45242120,-176073970,97414985,-309820,-38550914,26201869,-8927744,-207581,1610411,-1006306,367091,-108451,27186,-6501,1526,-281,56,-6,1}|5.2.71.17|{23998,1065,-355,0,0,1}
{{3,0,0,1},{4,3,1,0},{1,4,3,0},{3,4,3,1},{2,0,0,1},{3,1,2,0},{4,2,4,3},{2,0,0,1},{4,2,4,3},{3,4,3,1},{3,0,0,1},{0,4,1,3},{4,3,1,0},{2,4,3,0},{4,3,1,0},{0,1,1,1},{4,4,3,2},{2,2,4,3},{0,2,4,2},{4,2,4,3},{4,3,1,0},{4,2,4,3},{3,0,0,1}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,73,79,83,89,97}|{22510900,-123126400,338239525,-76326125,-341349450,240607480,45242120,-176073970,97414985,-309820,-38550914,26201869,-8927744,-207581,1610411,-1006306,367091,-108451,27186,-6501,1526,-281,56,-6,1}|5.2.71.18|{23998,1065,-355,0,0,1}
